College Name,District,Type,Branch,Category,Min Percentage (%),Approx Annual Fees,Hostel Facility,Hostel Fee
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Automobile Engineering,NT-D,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Automobile Engineering,VJ/DT,59.0,"₹29,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Shri Datta Meghe Polytechnic, Nagpur",Nagpur,Private (Un-Aided),Automobile Engineering,TFWS,71.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹45,000 / year"
"Government Polytechnic, Nanded",Nanded,Government,Computer Engineering,OPEN,82.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Computer Engineering,OBC,78.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Computer Engineering,SC,72.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Computer Engineering,ST,64.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Computer Engineering,EWS,80.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Computer Engineering,NT-A,75.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Computer Engineering,NT-B,75.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Computer Engineering,NT-C,75.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Computer Engineering,NT-D,75.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Computer Engineering,VJ/DT,75.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Computer Engineering,TFWS,87.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Information Technology,OPEN,80.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Information Technology,OBC,76.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Information Technology,SC,70.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Information Technology,ST,62.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Information Technology,EWS,78.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Information Technology,NT-A,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Information Technology,NT-B,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Information Technology,NT-C,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Information Technology,NT-D,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Information Technology,VJ/DT,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Information Technology,TFWS,85.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Artificial Intelligence & Data Science,OPEN,80.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Artificial Intelligence & Data Science,OBC,76.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Artificial Intelligence & Data Science,SC,70.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Artificial Intelligence & Data Science,ST,62.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Artificial Intelligence & Data Science,EWS,78.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Artificial Intelligence & Data Science,NT-A,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Artificial Intelligence & Data Science,NT-B,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Artificial Intelligence & Data Science,NT-C,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Artificial Intelligence & Data Science,NT-D,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Artificial Intelligence & Data Science,VJ/DT,73.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Artificial Intelligence & Data Science,TFWS,85.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electronics & Telecommunication,OPEN,76.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electronics & Telecommunication,OBC,72.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electronics & Telecommunication,SC,66.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electronics & Telecommunication,ST,58.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electronics & Telecommunication,EWS,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electronics & Telecommunication,NT-A,69.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electronics & Telecommunication,NT-B,69.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electronics & Telecommunication,NT-C,69.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electronics & Telecommunication,NT-D,69.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electronics & Telecommunication,VJ/DT,69.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electronics & Telecommunication,TFWS,81.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electrical Engineering,OPEN,76.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electrical Engineering,OBC,72.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electrical Engineering,SC,66.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electrical Engineering,ST,58.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electrical Engineering,EWS,74.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electrical Engineering,NT-A,69.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electrical Engineering,NT-B,69.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electrical Engineering,NT-C,69.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electrical Engineering,NT-D,69.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electrical Engineering,VJ/DT,69.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Electrical Engineering,TFWS,81.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Mechanical Engineering,OPEN,74.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Mechanical Engineering,OBC,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Mechanical Engineering,SC,64.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Mechanical Engineering,ST,56.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Mechanical Engineering,EWS,72.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Mechanical Engineering,NT-A,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Mechanical Engineering,NT-B,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Mechanical Engineering,NT-C,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Mechanical Engineering,NT-D,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Mechanical Engineering,VJ/DT,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Mechanical Engineering,TFWS,79.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Civil Engineering,OPEN,74.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Civil Engineering,OBC,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Civil Engineering,SC,64.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Civil Engineering,ST,56.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Civil Engineering,EWS,72.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Civil Engineering,NT-A,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Civil Engineering,NT-B,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Civil Engineering,NT-C,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Civil Engineering,NT-D,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Civil Engineering,VJ/DT,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Civil Engineering,TFWS,79.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Chemical Engineering,OPEN,74.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Chemical Engineering,OBC,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Chemical Engineering,SC,64.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Chemical Engineering,ST,56.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Chemical Engineering,EWS,72.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Chemical Engineering,NT-A,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Chemical Engineering,NT-B,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Chemical Engineering,NT-C,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Chemical Engineering,NT-D,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Chemical Engineering,VJ/DT,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Chemical Engineering,TFWS,79.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Automobile Engineering,OPEN,74.0,"₹7,750 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Automobile Engineering,OBC,70.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Automobile Engineering,SC,64.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Automobile Engineering,ST,56.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Automobile Engineering,EWS,72.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Automobile Engineering,NT-A,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Automobile Engineering,NT-B,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Automobile Engineering,NT-C,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Automobile Engineering,NT-D,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Automobile Engineering,VJ/DT,67.0,"₹3,875 / year",Yes (Boys & Girls),"₹4,500 / year"
"Government Polytechnic, Nanded",Nanded,Government,Automobile Engineering,TFWS,79.0,"₹1,000 - ₹2,000 / year",Yes (Boys & Girls),"₹4,500 / year"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Computer Engineering,OPEN,66.0,"₹45,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Computer Engineering,OBC,62.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Computer Engineering,SC,56.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Computer Engineering,ST,48.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Computer Engineering,EWS,64.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Computer Engineering,NT-A,59.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Computer Engineering,NT-B,59.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Computer Engineering,NT-C,59.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Computer Engineering,NT-D,59.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Computer Engineering,VJ/DT,59.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Computer Engineering,TFWS,71.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Information Technology,OPEN,64.0,"₹45,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Information Technology,OBC,60.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Information Technology,SC,54.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Information Technology,ST,46.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Information Technology,EWS,62.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Information Technology,NT-A,57.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Information Technology,NT-B,57.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Information Technology,NT-C,57.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Information Technology,NT-D,57.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Information Technology,VJ/DT,57.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Information Technology,TFWS,69.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Artificial Intelligence & Data Science,OPEN,64.0,"₹45,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Artificial Intelligence & Data Science,OBC,60.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Artificial Intelligence & Data Science,SC,54.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Artificial Intelligence & Data Science,ST,46.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Artificial Intelligence & Data Science,EWS,62.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Artificial Intelligence & Data Science,NT-A,57.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Artificial Intelligence & Data Science,NT-B,57.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Artificial Intelligence & Data Science,NT-C,57.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Artificial Intelligence & Data Science,NT-D,57.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Artificial Intelligence & Data Science,VJ/DT,57.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Artificial Intelligence & Data Science,TFWS,69.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electronics & Telecommunication,OPEN,60.0,"₹45,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electronics & Telecommunication,OBC,56.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electronics & Telecommunication,SC,50.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electronics & Telecommunication,ST,42.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electronics & Telecommunication,EWS,58.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electronics & Telecommunication,NT-A,53.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electronics & Telecommunication,NT-B,53.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electronics & Telecommunication,NT-C,53.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electronics & Telecommunication,NT-D,53.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electronics & Telecommunication,VJ/DT,53.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electronics & Telecommunication,TFWS,65.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electrical Engineering,OPEN,60.0,"₹45,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electrical Engineering,OBC,56.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electrical Engineering,SC,50.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electrical Engineering,ST,42.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electrical Engineering,EWS,58.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electrical Engineering,NT-A,53.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electrical Engineering,NT-B,53.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electrical Engineering,NT-C,53.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electrical Engineering,NT-D,53.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electrical Engineering,VJ/DT,53.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Electrical Engineering,TFWS,65.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Mechanical Engineering,OPEN,58.0,"₹45,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Mechanical Engineering,OBC,54.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Mechanical Engineering,SC,48.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Mechanical Engineering,ST,40.0,"₹1,000 - ₹2,000 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Mechanical Engineering,EWS,56.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Mechanical Engineering,NT-A,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Mechanical Engineering,NT-B,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
"Gramin Polytechnic, Vishnupuri, Nanded",Nanded,Private (Un-Aided),Mechanical Engineering,NT-C,51.0,"₹22,500 / year",No (Private PG Nearby),"₹30,000 / year (PG)"
